,NAME,CUISINE_LVL1,CUISINE_LVL2,CUISINE_LVL3,COST
557,Arsalan Shawarma King,Lebanese,Fast Food,,Low
558,B Desi,North Indian,,,High
560,D' Comfort Gourmet,Fast Food,,,Low
561,Swamy - South Indian Food Express,South Indian,,,Low
562,Biryani By Kilo,Biryani,Mughlai,Kebab,High
563,Mr Foody,North Indian,Continental,Chinese,High
564,A1 Famous Dum Biryani,Mughlai,North Indian,Chinese,High
565,Akkad Bakkad Bombay Boom,Fast Food,,,High
566,Munch,Fast Food,Italian,Burger,High
567,Silly Chilly,Chinese,,,Low
568,House Of Momo,Momos,Fast Food,,Low
569,Grapeviine,North Indian,Chinese,Beverages,High
570,New Shanghai,Seafood,Chinese,Thai,High
571,Mahlzeit - Berlin Street Food,German,,,High
572,The Joker Bistro,North Indian,Chinese,Continental,High
573,Delicacy Of China,Chinese,Thai,,High
574,Farmhouse Garden Family Restaurant & Bar,Continental,Seafood,Italian,High
576,Shree Sunders,South Indian,Italian,North Indian,High
577,Yum In Tum,Lebanese,Italian,Continental,Low
578,Lakeside Chinese Corner,Chinese,,,Low
579,Manisha Chinese Corner,Chinese,Seafood,,High
580,Shashikant Lunch Home,North Indian,Malwani,,Low
581,Baochee,Chinese,Thai,,High
582,Al Baik,Fast Food,,,Low
583,Foodiator,Fast Food,,,Low
584,China Xpress,Chinese,,,High
585,Beer Bites,American,North Indian,Kebab,High
586,Swadesh,North Indian,Chinese,South Indian,High
587,Kaffeine,Cafe,Continental,Italian,High
588,Pepper Fry,Chinese,Italian,South Indian,High
589,Coffee Sutra,Beverages,Fast Food,,High
590,Trap Lounge,Continental,Chinese,Mughlai,High
592,Feast O Fill,North Indian,Continental,,High
593,Mumbai Canteen,Chinese,North Indian,Italian,High
594,Ahmed Bhai'S Bry & Dry,North Indian,Mughlai,Biryani,High
595,Tandoor Tawa Aur Karahi,North Indian,Mughlai,Awadhi,High
596,Pegasus Brew House,Chinese,Italian,Continental,High
597,Leo 89,North Indian,Mughlai,Chinese,High
598,The Bn Fries,Momos,Rolls,Fast Food,Low
599,Raju Sandwich Stall,Sandwich,Fast Food,,Low
600,Pj'S,Continental,Chinese,North Indian,High
601,Mr. Foodiee,Bengali,North Indian,Chinese,High
602,Samrat Restaurant,North Indian,Gujarati,Street Food,High
603,Shree Gangour Sweets,Street Food,Fast Food,North Indian,High
604,Maroosh,Lebanese,North Indian,Rolls,High
605,The Barn Grill,Continental,Steak,Burger,High
606,Queen'S Kitchen & Mocktails,North Indian,Continental,Chinese,High
608,The Diet Box,Healthy Food,Salad,,Low
609,Smoking Pizza,Fast Food,Pizza,,High
610,Mangalam,North Indian,Chinese,Indian,High
611,Khavayye,Maharashtrian,South Indian,,High
612,Fountain Sizzlers,Continental,Italian,Thai,High
613,Hongkong Pizzaria,Pizza,Burger,Rolls,High
614,The Body Chef,Healthy Food,Salad,Continental,High
615,Farm View,Chinese,Continental,North Indian,High
616,Quizzr Cafe & Diner,Italian,Asian,Mexican,High
617,Bikanervala,Mithai,Fast Food,South Indian,Low
618,Jab We Met,Fast Food,North Indian,Street Food,Low
619,Shahi,North Indian,Chinese,,High
620,Justice Cafe And Dine,Cafe,Chinese,Italian,High
621,Sapre & Sons,Maharashtrian,,,Low
622,Hazuka Restaurant,Chinese,,,High
624,Tnbt : The Next Big Thing,Italian,Thai,Mexican,High
625,Chopstix,Chinese,Seafood,,High
626,Hotel Sagar,North Indian,Chinese,Beverages,High
627,Balaji Pure Veg,Chinese,Street Food,North Indian,High
628,The Coffee Bean & Tea Leaf,Cafe,Desserts,Tea,High
629,Baker'S Treat,Bakery,Desserts,,High
630,Cafe Noorani,Mughlai,North Indian,Biryani,High
631,Orchids,Chinese,North Indian,Seafood,High
632,Burgers Point,Fast Food,,,Low
633,Mumbai 77,Continental,Mexican,Beverages,High
634,Starbucks Coffee,Cafe,Desserts,,High
635,Olive Fast Food,Fast Food,Chinese,,Low
636,Minus 30 Degree,Ice Cream,Desserts,,Low
637,Rainbow Juice Centre,Beverages,Juices,,Low
638,Choice Restaurant,North Indian,Mughlai,Chinese,High
640,Hunger Foodzz,Burger,Wraps,,Low
641,Callisto Bistro Bar,North Indian,Continental,Chinese,High
642,Unique Chinese Point,Chinese,,,Low
643,The Friends Bench All Day Cafe,Cafe,Italian,American,High
644,Udipi'S Khana Khazana,North Indian,Chinese,Seafood,High
645,Adarsh Restaurant,Chinese,North Indian,,Low
646,Shree Laxmi,North Indian,South Indian,Chinese,High
647,Kwality Wall'S Happiness Station,Desserts,Ice Cream,,Low
648,Utsav Wine & Dine,Chinese,North Indian,Seafood,High
649,Berry Straw,Juices,Beverages,,Low
650,Yadgaar Cold Drink House,Desserts,,,Low
651,Cafe Edesia,Bakery,Fast Food,,Low
652,My China Kitchen,Chinese,North Indian,,Low
653,Made In China,Fast Food,South Indian,,Low
654,Hotel Super Bowl,Chinese,,,Low
656,Cake Street,Bakery,,,Low
657,A-1 Fish Koliwada,Chinese,North Indian,Seafood,Low
658,Datt  Family Restaurant And Bar,North Indian,Chinese,,High
659,Nityan,North Indian,Chinese,,High
660,Mezban,Chinese,North Indian,Mughlai,High
661,Apna'S Kabab'S Roll'S,Rolls,Mughlai,North Indian,Low
662,Wtf!?!,Fast Food,North Indian,,High
663,Bhavna,North Indian,South Indian,Chinese,High
664,Kiba Fine Dine,Chinese,North Indian,,High
665,Flavour Stones,Beverages,Ice Cream,,Low
666,Lick Your Fingers,Italian,Fast Food,Pizza,Low
667,Sauces And Spices Restaurant & Bar,Biryani,North Indian,Chinese,High
668,Pete'S Pizzeria & Kitchen,Pizza,Fast Food,,Low
669,Ansh Palace,North Indian,Chinese,Seafood,High
670,Ayaz'S The Kebab Place,Mughlai,Rolls,Kebab,High
672,Hotel Praveen International,North Indian,Chinese,,High
673,Kenny'S,Chinese,Italian,Continental,High
674,Freezing Point,Ice Cream,Fast Food,,Low
675,Tikka Masala By Kareems,North Indian,Kebab,Fast Food,High
676,Lucknowee Zaika,Chinese,North Indian,,High
677,On A Roll,Fast Food,,,Low
678,The Tha'L Co Express,Bohri,North Indian,Fast Food,High
679,Garam Masala,Chinese,North Indian,Malwani,High
680,Dilli Deli,North Indian,Momos,,Low
681,Shahi Darbar,Mughlai,Chinese,Seafood,High
682,Deepa,North Indian,Malwani,Chinese,High
683,Meating Square,Continental,Italian,North Indian,High
684,Veg Sizzel'S Pure Veg,South Indian,North Indian,Chinese,High
685,South Coast Hotel - Nisarga,Chinese,Seafood,North Indian,High
686,Krishna Murari,South Indian,North Indian,Street Food,High
688,Lucky Restaurant,Biryani,North Indian,Mughlai,High
689,Geeta Fast Food,Street Food,South Indian,North Indian,Low
690,Kerala Cafe,Chinese,,,High
691,H.O.D - House Of Democracy,North Indian,Italian,Continental,High
692,Mamledar Misal,Maharashtrian,North Indian,Chinese,Low
693,Dosa Library,Fast Food,South Indian,,Low
694,Da Hidden Cafe,Fast Food,Chinese,South Indian,High
695,The Bombay Cafe,Desserts,South Indian,Beverages,Low
696,Nusta Kitchen,North Indian,Chinese,,Low
697,Dhadak Resto Bar,North Indian,Chinese,Continental,High
698,Eden Goodness Café,Healthy Food,Beverages,American,High
699,Urban Burger,Fast Food,Burger,,High
700,Green Leaf,North Indian,South Indian,Fast Food,High
701,Wack-O-Smack,Fast Food,Burger,,Low
702,The Ak'S Kitchen,North Indian,Mexican,Italian,High
704,100 Gods Shawarma,Lebanese,Sandwich,,Low
705,Chaai Centre,Cafe,Fast Food,,High
706,A1 Samosa,Street Food,,,Low
707,The Bebe'S Kitchen,North Indian,Chinese,,High
708,Koinonia Coffee Roasters,Cafe,French,,High
709,Vicky'S Kitchen,North Indian,Italian,,High
710,Veggies,South Indian,North Indian,Chinese,High
711,Shaollin Temple,Chinese,Thai,,High
712,Café Popo,North Indian,Chinese,Continental,High
713,Sarkar Food Corner,North Indian,Fast Food,,High
714,Ponchi'S,Lebanese,,,Low
715,Celejor,Bakery,Desserts,,Low
716,J.J.Express,North Indian,Biryani,,High
717,Metkut,Maharashtrian,,,High
718,Landmark Veg Fine Dine,Chinese,Continental,North Indian,High
720,Khan Uncle,North Indian,Mughlai,Chinese,High
721,Bookmyshow Cafe,North Indian,Chinese,Italian,High
722,Soi 69,Asian,,,High
723,Mojo Pizza - 2X Toppings,Pizza,Fast Food,,High
724,Maezo,Modern Indian,,,High
725,Belo Pops,Ice Cream,Desserts,Beverages,Low
726,Deluxe Restaurant,Mughlai,North Indian,Chinese,High
727,The Punjabi'S Kitchen,North Indian,Chinese,Thai,High
728,Oye Kiddan,North Indian,Street Food,Fast Food,Low
729,Green Village Cafe,Healthy Food,Continental,Cafe,High
730,Frozen Bottle,Beverages,Desserts,Ice Cream,Low
731,Yalla Yalla,Middle Eastern,Lebanese,Greek,High
732,Steamy Mugs,Cafe,Beverages,Fast Food,Low
733,South High Restaurant & Bar,South Indian,North Indian,,High
734,The Runway Project By Pizzaexpress,Italian,Pizza,,High
736,Garden Court Restaurant,North Indian,Mughlai,Chinese,High
737,The Bagel Shop,Cafe,American,Beverages,High
738,Gomantak,Malwani,North Indian,Seafood,High
739,Swami,South Indian,Street Food,,Low
740,Food Shood,Chinese,North Indian,Biryani,Low
741,Raju Ki Chai,Fast Food,Sandwich,Tea,Low
742,Fooze,Fast Food,,,Low
743,Egg Station,Fast Food,,,Low
744,Rudra Shiv Sagar - Rudra Shelter International,North Indian,Chinese,South Indian,High
745,Hog House Of Good Food,North Indian,Chinese,Healthy Food,High
746,Silver Coin,North Indian,South Indian,Continental,High
747,Desert Moon,North Indian,Chinese,Continental,High
748,Chai Pe Charcha,Cafe,Fast Food,Tea,High
749,Detox Cold Pressed Juice Bar,Beverages,Desserts,Juices,Low
750,The Chef'S Kitchen,Italian,Continental,Fast Food,Low
752,Kapital Kitchen,North Indian,Street Food,Beverages,High
753,Biryani Sultanat,Biryani,,,Low
754,Balaji Idli Xpress,South Indian,Fast Food,,Low
755,Pair A Dice Cafe,Healthy Food,Continental,American,High
756,The Peppermill,Bar Food,Fast Food,European,High
757,Cookstory,North Indian,Chinese,Mughlai,High
758,Balwas' Restaurant,North Indian,Seafood,Biryani,High
759,Aarambh Chinese,Chinese,,,Low
760,Travancore Cafe,South Indian,Kerala,,Low
761,Chit Chat Chai,Fast Food,Beverages,,Low
762,Home Deli,Continental,Seafood,Fast Food,High
763,Curry And Combos Twist,North Indian,Chinese,,Low
764,Veggies,North Indian,South Indian,Fast Food,High
765,Swa Grilled House,Chinese,North Indian,,High
766,Radha Krishna,Chinese,Street Food,North Indian,High
768,Botanica Cafe & Diner,Healthy Food,Continental,Mexican,High
769,Global Binge By Ashraya Nx,Chinese,Continental,Sandwich,High
770,The Muster Point - Cafe Bar N Eatery,Italian,Mexican,North Indian,High
771,Belstone,Fast Food,North Indian,,High
772,La Veggie,North Indian,Continental,Chinese,High
773,China Spice,Chinese,Seafood,Thai,High
774,Archie'S Kitchen,Chinese,Maharashtrian,North Indian,Low
775,Bouganvilla,North Indian,Chinese,Italian,High
776,Nagpal Fish Fry,North Indian,Chinese,Seafood,High
777,Canton House,Chinese,Thai,,High
778,Satte Pe Satta,Thai,Mexican,Continental,High
779,Jugaadi Adda,Street Food,,,Low
780,Jumboking,Burger,Fast Food,,Low
781,Foodie Spot,Fast Food,Asian,,Low
782,Veg Khajana,North Indian,Chinese,South Indian,Low
784,Swap Habits,Healthy Food,Juices,Salad,Low
785,29 - Twenty Nine,North Indian,South Indian,Street Food,High
786,Halal The House Of Shawarma,Lebanese,,,Low
787,The Tandoor Rest-O-Bar - Rudra Shelter International,Continental,South Indian,North Indian,High
788,Yummy Momos,Momos,,,Low
789,Kanishka,North Indian,Chinese,South Indian,High
790,Videsi Adda,Cafe,American,North Indian,High
791,Cafe Sunlight,Mughlai,Lucknowi,North Indian,High
792,Pizzoonomy,Italian,Pizza,Fast Food,High
793,Neopolitan Pizza,Pizza,Fast Food,,High
794,Saras,Fast Food,Italian,,High
795,Madhuban Veg. Restaurant,North Indian,Chinese,Fast Food,High
796,Scooper N Shakker,Desserts,Beverages,,Low
797,Sadguru,Chinese,Street Food,North Indian,High
798,Sudama - All Veg,North Indian,Chinese,South Indian,High
800,Hotel Shree G. Bhagat Tarachand,North Indian,,,High
801,"Sun, Moon & Potatoes",Chinese,Italian,European,High
802,The Food Town,Sandwich,Italian,Mexican,Low
803,Fried Heads,Fast Food,Beverages,Pizza,Low
804,Taste Of India,North Indian,Chinese,,High
805,Rasile Amritsari Bite,North Indian,,,Low
806,Zio'S Pizza,Italian,,,Low
807,Moussestruck,Desserts,,,Low
808,The Lab,Italian,Fast Food,,High
809,Kamaths Govindashram,South Indian,North Indian,Chinese,High
810,Tastress,Healthy Food,Italian,Sandwich,High
811,Ayyappan Idli Stall,South Indian,Fast Food,,Low
812,I Café Co.,Coffee,Bakery,Fast Food,High
813,Gathering Ground,Beverages,Italian,Chinese,High
814,Namaste India,Fast Food,Sindhi,Maharashtrian,Low
816,The Burrow Cafe,Cafe,American,Continental,High
817,Tarkari,North Indian,Fast Food,Italian,Low
818,Freshmenu,Continental,Asian,Healthy Food,High
819,Queen Mary,North Indian,Mughlai,Chinese,High
820,Bunkerzzz Cafe,Fast Food,Beverages,Burger,High
821,Urban Jalsa,American,Arabian,Fast Food,Low
822,Radha Krishna Fast Food Centre,Chinese,Fast Food,,Low
823,Anniyam,South Indian,Desserts,,Low
824,Blend N Brew,North Indian,Chinese,American,High
825,Bliss Veg Resto,South Indian,Fast Food,,Low
826,Tao 9,Chinese,Thai,Burmese,High
827,Global Buffet - Svenska Design Hotel,Continental,Italian,North Indian,High
828,Gopi,Chinese,Mughlai,North Indian,Low
829,# Spice Love,Chinese,,,Low
830,Lime And Spice,Mughlai,Chinese,,High
832,Femistic Chinese,Chinese,Fast Food,,High
833,Love & Pastries,Bakery,Desserts,,Low
834,Tamnak Thai,Thai,,,High
835,Wtc Pasta,Fast Food,,,Low
836,Red Chilly,Chinese,Continental,North Indian,High
837,New Garam Masala,Chinese,Mughlai,,High
838,Vishwakamal,North Indian,Chinese,Fast Food,High
839,Cafe Ajwaa,Chinese,North Indian,Mughlai,Low
840,Sai Krupa Bar & Restaurant,Chinese,North Indian,,Low
841,Samrat Yash,Maharashtrian,Mughlai,,Low
842,Venus Pure Veg,North Indian,South Indian,Fast Food,Low
843,The Great Punjab,Seafood,Beverages,Desserts,High
844,Shri Sainath,Chinese,,,Low
845,Curry Me Up,North Indian,Biryani,Kebab,High
846,Shree Corn Nation,Fast Food,,,Low
848,420 Express,Fast Food,Burger,Sandwich,High
849,Yumyumsouth,South Indian,Beverages,,High
850,World In A Bowl,Continental,American,Italian,High
851,Knight Owl,North Indian,Mughlai,Chinese,High
852,Midnight Hunger,North Indian,Chinese,Mughlai,Low
853,Dessert Treat,Bakery,Desserts,Fast Food,Low
854,Express Food Corner,Mughlai,Chinese,,Low
855,Ice Cream Co.,Ice Cream,Desserts,,Low
856,Luqmaa,North Indian,Fast Food,Sandwich,Low
857,Chawla'S 2 Online.Com,Chinese,North Indian,Mughlai,High
858,Spicekraft,North Indian,Chinese,Continental,High
859,Mughlai Foods,Biryani,North Indian,Mughlai,Low
860,Dum Biryani,Biryani,Chinese,North Indian,High
861,Ameixing Chinese,Chinese,Beverages,,Low
862,Litti Express,Biryani,North Indian,,High
864,The Binge Kitchen,North Indian,Chinese,Continental,High
865,Food Lover Chinese Cuisine,Chinese,,,Low
866,Dazzel,Italian,Chinese,Continental,High
867,Cafe Faisal,Chinese,North Indian,Mughlai,Low
868,Wch-Waffle Cheela House,Desserts,Fast Food,,Low
869,Kosho,North Indian,Chinese,Italian,High
870,Food Gossips,North Indian,Mughlai,,High
871,Shreedevi,Chinese,Street Food,North Indian,High
872,R Bhagat Tarrachand,North Indian,Chinese,,High
873,Moti Mahal Restaurant,North Indian,Chinese,,High
874,Uncle'S Chinese Corner,Chinese,,,High
875,Chai And Games,Cafe,Fast Food,Beverages,High
876,Suzette Creperie & Cafe,Healthy Food,Cafe,French,High
877,Lashkara By Punjab Sweet House,North Indian,Street Food,Mithai,High
878,Mumbai Magic,North Indian,Chinese,Mexican,High
880,Kakori House,North Indian,Mughlai,,High
881,La Celebrita Food Studio,Cafe,Mexican,Italian,High
882,Chullas Gujrati Thali,Gujarati,,,High
883,Craving Salad,Salad,Healthy Food,Juices,High
884,Rajmanya- Seafood Family Restaurant,Maharashtrian,Konkan,Seafood,High
885,Choice Bakers,Bakery,Fast Food,,Low
886,Stomach To Heart - All Day Eatery,Italian,Mexican,North Indian,High
887,Sorriso Gourmet Kitchen,Italian,Mexican,Salad,High
888,Status,North Indian,Chinese,South Indian,High
889,Al Fresco,Lebanese,Italian,Cafe,High
890,Kobe Sizzlers,American,Continental,Chinese,High
891,Zoodles - Oriental Street Wok,Chinese,Asian,Momos,High
892,Khyber,North Indian,Seafood,Mughlai,High
893,Spice Palate,Pizza,Sandwich,Chinese,High
894,Sammy'S,Fast Food,Sandwich,Rolls,Low
896,Ten One,North Indian,South Indian,Continental,High
897,Coco Mansion,Italian,European,Modern Indian,High
898,Jai Jawan,North Indian,Mughlai,,High
899,The Chef'S Wife,North Indian,,,High
900,Kalinga,South Indian,North Indian,Chinese,High
901,Big Bang Cuurry,North Indian,Biryani,Rolls,Low
902,The Harbour Bay - Seafood Kitchen & Bar,Seafood,Beverages,,High
903,Ferry Wharf,Seafood,Mangalorean,,High
904,The Beer Cafe,Finger Food,Chinese,Thai,High
905,Jaffer Bhai'S Delhi Darbar,North Indian,Mughlai,Chinese,High
906,Chaayos,Cafe,,,High
907,The Bayview Restaurant - Marine Plaza,Continental,North Indian,Salad,High
908,Highway Break,Mughlai,North Indian,Chinese,High
909,The Craft Kitchen,Biryani,North Indian,Chinese,High
910,Bombay 63,Continental,North Indian,Chinese,High
912,And Chillies,Asian,Chinese,Thai,High
913,Malwani Aswad,Malwani,Seafood,North Indian,High
914,Tipsy Panda Asian Kitchen + Bar,Asian,Chinese,Thai,High
915,Monis Bar And Restaurant,North Indian,Chinese,Continental,High
916,Mama Kane,Maharashtrian,,,Low
917,The Latin Mess,Mexican,Brazilian,Peruvian,High
918,Tgi Fridays,American,Mexican,Burger,High
919,Uncle'S Kitchen,Chinese,,,Low
920,Ram Krishna,North Indian,Chinese,,High
921,Cafe Marol,North Indian,Mughlai,Chinese,High
922,Sudarshan Veg Restaurant,South Indian,North Indian,Fast Food,High
923,Govindas,North Indian,Street Food,South Indian,High
924,Slush Café,Cafe,,,Low
925,Veggie Table  - Hotel Sai Palace Grand,Continental,Chinese,South Indian,High
926,Nexus Franky,Fast Food,,,Low
928,Chai Point,Tea,Fast Food,Sandwich,Low
929,Olde Bailey'S,Cafe,Italian,,High
930,Upper Deck,North Indian,Continental,Chinese,High
931,Cafe Am 2 Pm,Pizza,Burger,Sandwich,High
932,Dhaba Cafe,Fast Food,,,High
933,Spork,Chinese,Asian,Thai,High
934,Lamba Restaurant & Bar,Seafood,Biryani,North Indian,High
935,Andawala,Fast Food,Chinese,,Low
936,The French Connection Cake Shop,Bakery,Fast Food,,High
937,Bogo Breakfast On The Go,Fast Food,South Indian,Beverages,Low
938,Kebab Korner - Intercontinental,North Indian,Mughlai,,High
939,Curry Coriander,North Indian,Chinese,Thai,High
940,Mamaji,Fast Food,,,Low
941,The States,North Indian,Asian,Chinese,High
942,Jules - The European Kitchen,American,European,Italian,High
944,Fresh Catch,Konkan,Goan,Seafood,High
945,Juss By Sindhful,Sindhi,Street Food,,High
946,Pritam Fast Food,Chinese,Fast Food,North Indian,Low
947,Tirupati Dosa,South Indian,Chinese,Beverages,Low
948,Satnam Fast Food,Fast Food,Street Food,,Low
949,Amritsari Kulcha Junction,Street Food,North Indian,,High
950,Dakshin,Chinese,North Indian,Malwani,High
951,Veg Saagar,South Indian,Fast Food,North Indian,High
952,Waffles & More,Desserts,,,Low
953,Patiala Junction,North Indian,Chinese,,High
954,Bite It,Burger,Mediterranean,American,High
955,Chulha  Restrobar,North Indian,Chinese,Thai,High
956,The Veg Treat Royale,North Indian,Chinese,Italian,High
957,Hugs & Mugs,Healthy Food,Burger,Cafe,High
958,Uptown Food Shack,Italian,Mexican,,High
960,Pizza Villa,Pizza,,,High
961,9 Tea'S Cafe,Fast Food,Beverages,,Low
962,Madas Cafe,Fast Food,Beverages,,Low
963,Libon - The Cake Expert,Bakery,Desserts,,High
964,Bijoli Grill,Bengali,,,High
965,California Pizza Kitchen,Italian,Pizza,,High
966,Cafe Vrindavan,South Indian,North Indian,Fast Food,High
967,Curry And Combos Twist,North Indian,Chinese,Continental,High
968,Rare Earth,Cafe,Fast Food,Beverages,High
969,Saibeni Gomantak,Malwani,North Indian,,High
970,Spicy Mumbai,Chinese,,,Low
971,Persiana Hyderabadi Biryani,Biryani,Hyderabadi,Kebab,High
972,Al Zaika Fast Food,Fast Food,,,Low
973,Mumbai Bistro - The Café,Cafe,Continental,,High
974,Nitin Bar & Restaurant,North Indian,Chinese,,High
976,Hot Momos,Momos,,,Low
977,Nirvana,Fast Food,North Indian,Chinese,High
978,Shantanu,Chinese,,,High
979,Royal Punjab,Chinese,North Indian,,High
980,M&M Momo,Momos,,,Low
981,Royal Treat Sip & Dine,Italian,Continental,North Indian,High
982,Cafe Blue Bliss,Continental,Desserts,Sandwich,Low
983,Yoghurt Studio,Desserts,,,Low
984,Prasad Food Divine,North Indian,Chinese,Continental,High
985,Hanuman Restaurant,North Indian,South Indian,Chinese,High
986,Charcoal Eats,Pizza,Biryani,Fast Food,High
987,Juice Bar,Fast Food,Beverages,,Low
